kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_time0bk,koi_prad,koi_ror,koi_dor,koi_impact,koi_incl,koi_srad,koi_smass,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_vet_stat,koi_vet_date,koi_disp_prov,koi_period_err1,koi_period_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_prad_err1,koi_prad_err2,koi_steff_err1,koi_steff_err2
4737267,K06117.01,FALSE POSITIVE,0.0,9.524076544,10.4891,198400.0,134.803805,151.0,0.410212,9.5761,0.313,88.13,3.371,1.112,5180.0,3.428,-0.46,15.145,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.451e-06,-1.451e-06,0.00858,-0.00858,129.0,-129.0,28.72,-25.84,62.0,-72.0
5955321,K06140.01,FALSE POSITIVE,0.0,11.637858887,11.8851,427950.0,136.885517,77.01,0.666546,11.9984,0.473,87.74,1.058,1.105,6360.0,4.433,-0.2,15.385,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.485e-06,-1.485e-06,0.00605,-0.00605,196.0,-196.0,24.67,-8.81,176.0,-242.0
6182093,K06143.02,FALSE POSITIVE,0.19749999999999998,50.900813,3.3,44992.590000000004,150.314465,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,9.666,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
4758350,K06447.02,CANDIDATE,0.8230999999999999,91.649983,10.294,193.6,175.7156,2.27,0.012908,67.4,0.2136,89.95,1.608,1.325,6705.0,4.145,-0.16,12.964,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.003181,-0.003181,0.939,-0.939,23.9,-23.9,1.27,-0.54,164.0,-233.0
4862625,K06464.03,CANDIDATE,0.0,541.742985,10.47,1038.6,374.45854,3.39,0.029681,407.0,0.041,89.99,1.047,1.094,6373.0,4.438,-0.24,13.718,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.006839,-0.006839,0.443,-0.443,20.5,-20.5,0.97,-0.34,151.0,-189.0
10621666,K01636.02,FALSE POSITIVE,0.499,14.5862195,2.733,202.2,135.2746,1.17,0.013035,41.3,0.0133,89.95,0.819,0.899,5904.0,4.565,-0.42,14.598,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0003004,-0.0003004,0.817,-0.817,32.1,-32.1,0.51,-0.09,166.0,-158.0
5211470,K06541.02,FALSE POSITIVE,0.0,0.938074536,1.9618,575.9,132.26984,417.01,0.224211,1.537,1.196,38.92,17.032,1.691,4697.0,2.204,-0.42,13.094,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.662e-06,-1.662e-06,0.0863,-0.0863,19.9,-19.9,96.56,-179.3,117.0,-117.0
6665064,K06751.02,FALSE POSITIVE,0.0,0.698359996,1.4959,774.1,131.7023,28.97,0.277516,1.6,1.247,38.82,0.956,1.035,5761.0,4.492,0.14,15.183,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.309e-06,-9.309e-06,0.0884,-0.0884,36.7,-36.7,4.33,-1.45,78.0,-78.0
3123418,K07542.01,FALSE POSITIVE,0.19339999999999996,563.94854,15.631,872.9,145.5541,2.55,0.026929,282.7,0.0504,89.95,0.868,0.961,5853.0,4.544,-0.18,14.574,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.01821,-0.01821,0.816,-0.816,67.0,-67.0,1.1,-0.19,158.0,-166.0
3458687,K07543.01,FALSE POSITIVE,0.0,0.98376204,10.052,55.0,132.28418,12.44,0.02152,1.02,1.01,7.83,5.294,1.932,6431.0,3.276,-0.42,12.745,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.5e-05,-1.5e-05,0.84,-0.84,5.8,-5.8,0.69,-6.57,172.0,-211.0
3749508,K07544.01,FALSE POSITIVE,0.0,2.403704619,0.8927,110.6,131.5641527,27.04,0.024505,4.037357,1.007,75.56,10.105,2.936,6244.0,2.897,0.07,13.151,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021516,-0.0021509999999999997,0.34009999999999996,-0.34009999999999996,123.3,-122.9,5.11,-15.34,148.0,-204.0
3955867,K07545.01,FALSE POSITIVE,0.0,33.65766894,40.787,15380.0,178.48518,78.44,0.111425,6.769,0.306,87.41,6.447,0.871,4774.0,2.759,-0.32,13.547,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.365e-05,-7.365e-05,0.139,-0.139,34.6,-34.6,21.68,-10.0,71.0,-62.0
3965201,K07546.01,CANDIDATE,0.46630000000000005,44.113873,3.956,196.3,164.8337,4.9,0.01296,86.26,0.032,89.95,3.462,2.039,7854.0,3.669,-0.12,12.667,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.001449,-0.001449,0.842,-0.842,31.0,-31.0,0.88,-1.62,227.0,-311.0
4074294,K07547.01,FALSE POSITIVE,0.0,0.892988877,2.4428,85.0,131.56303,2.94,0.009042,2.166,0.71,70.88,2.975,1.504,6228.0,3.668,-0.08,13.013,1,0,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.016e-06,-2.016e-06,0.0738,-0.0738,2.4,-2.4,0.39,-1.17,171.0,-152.0
4380560,K07548.01,FALSE POSITIVE,0.0,0.705816203,5.55,149.0,131.94499,15.33,0.145356,1.15,1.133,9.7,0.966,1.043,6106.0,4.487,-0.16,15.062,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,6.257e-06,-6.257e-06,1.0,-1.0,226.0,-226.0,4.83,-1.6,190.0,-232.0
4384652,K07549.01,FALSE POSITIVE,0.312,374.51648,6.088,907420.0,430.92524,73.1,0.941516,912.0,0.0139,89.95,0.711,0.78,5714.0,4.627,-0.74,13.967,0,1,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,0.001454,-0.001454,0.304,-0.304,42980.0,-42980.0,22.93,-4.11,179.0,-140.0
7697568,K01829.02,FALSE POSITIVE,0.43410000000000004,10.3482112,2.089,255.1,136.63763,1.29,0.014391,38.2,0.093,89.95,0.822,0.861,5383.0,4.543,-0.06,15.911,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001013,-0.0001013,0.561,-0.561,88.2,-88.2,0.47,-0.11,184.0,-150.0
4483235,K07550.01,FALSE POSITIVE,0.0,1.7609276,5.189,57.3,132.30263,1.53,0.007102,2.58,0.29,83.55,1.967,2.017,8784.0,4.156,0.07,13.505,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.597e-05,-1.597e-05,0.211,-0.211,2.6,-2.6,0.53,-0.27,246.0,-422.0
4662363,K07551.01,FALSE POSITIVE,0.19749999999999998,321.24194284,10.16,44992.590000000004,451.2907139,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,13.964,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
4680745,K07552.01,FALSE POSITIVE,0.0,1.463148937,11.04,168.0,132.34802,15.82,0.080263,1.0744,1.0653,7.45,1.805,1.167,6525.0,3.993,-0.36,11.614,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.267e-06,-9.267e-06,1.7,-1.7,3.4,-3.4,6.51,-5.32,161.0,-192.0
4851195,K07553.01,FALSE POSITIVE,0.2971,374.514471,6.629,440520.0,430.92258,139.55,1.106412,788.0,1.0492,89.95,1.155,1.17,6446.0,4.381,-0.1,14.505,1,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,0.001812,-0.001812,0.211,-0.211,17830.0,-17830.0,72.49,-17.28,165.0,-277.0
4862924,K07554.01,CANDIDATE,0.0859,482.62011,12.86,324.0,314.0653,1.98,0.016595,287.0,0.1786,89.95,1.095,1.066,6315.0,4.389,-0.16,14.519,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.03127,-0.03127,1.3,-1.3,46.1,-46.1,1.02,-0.21,167.0,-217.0
5024414,K07555.01,FALSE POSITIVE,0.0,1.525924746,1.955,74.1,132.69258,8.86,0.007707,5.9094,0.208,87.98,10.533,2.615,5000.0,2.81,0.07,12.705,0,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,9.965e-06,-9.965e-06,0.194,-0.194,7.5,-7.5,0.51,-2.86,60.0,-130.0
5177065,K07556.01,FALSE POSITIVE,0.0,1.25383162,7.68,12.9,132.6237,0.47,0.00332,1.38,0.2204,80.79,1.299,1.146,6472.0,4.271,-0.2,12.005,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.404e-05,-5.404e-05,1.7,-1.7,2.2,-2.2,0.27,-0.08,150.0,-195.0
5268955,K07557.01,FALSE POSITIVE,0.0,12.82252496,18.8,19268.0,137.3868282,20.12,0.136252,7.71,0.706,84.75,1.352,1.003,5845.0,4.178,-0.004,11.863,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.856e-05,-9.856e-05,2.3,-2.3,3722.0,-3722.0,4.42,-4.87,146.0,-161.0
5271090,K07558.01,CANDIDATE,0.2104,10.1551587,1.802,141.6,139.292,0.94,0.010784,42.4,0.2256,89.95,0.796,0.739,5275.0,4.505,-0.3,15.413,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001499,-0.0001499,0.389,-0.389,45.9,-45.9,0.42,-0.11,185.0,-144.0
5444276,K07559.01,CANDIDATE,0.0,0.708965461,3.946,87.2,132.20988,1.13,0.008974,1.347,0.6201,62.45,1.155,1.177,6528.0,4.384,-0.16,12.798,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.703e-06,-8.703e-06,0.507,-0.507,8.5,-8.5,0.6,-0.13,155.0,-217.0
5598645,K07560.01,FALSE POSITIVE,0.0,0.648772102,2.614,31.1,131.74503,2.6,0.005062,1.894,0.368,78.78,4.708,1.306,4973.0,3.208,-0.14,11.693,0,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,4.225e-06,-4.225e-06,0.168,-0.168,2.5,-2.5,0.48,-0.64,59.0,-69.0
5696518,K07561.01,FALSE POSITIVE,0.19749999999999998,0.96391996,3.01,44992.590000000004,132.3687769,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,14.002,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
5878506,K07562.01,CANDIDATE,0.19749999999999998,11.76872507,1.11,44992.590000000004,137.1077498,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,15.327,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
5908086,K07563.01,FALSE POSITIVE,0.0,0.93705132,4.808,51.5,132.0238,6.09,0.007173,1.293,0.773,53.27,7.781,2.703,6691.0,3.088,0.07,11.674,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.317e-05,-1.317e-05,0.358,-0.358,3.8,-3.8,1.19,-3.33,160.0,-200.0
6307243,K07564.01,FALSE POSITIVE,0.2932,451.86579,13.47,80.0,254.8061,1.85,0.008445,239.5,0.379,89.95,2.005,2.092,9024.0,4.154,0.07,11.02,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.02203,-0.02203,0.911,-0.911,8.5,-8.5,0.86,-0.39,276.0,-398.0
6350522,K07565.01,FALSE POSITIVE,0.09659999999999999,491.52571,12.43,457.3,248.9249,1.43,0.019534,273.0,0.4713,89.95,0.669,0.661,4541.0,4.608,-0.16,15.043,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.05131,-0.05131,2.2,-2.2,78.9,-78.9,0.13,-0.14,176.0,-160.0
6385302,K07566.01,FALSE POSITIVE,0.19749999999999998,411.54039644,17.33,44992.590000000004,185.353922,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,15.352,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
6443274,K07567.01,CANDIDATE,0.089,608.20572,13.63,554.2,160.7147,1.46,0.02065,348.0,0.0082,89.95,0.646,0.668,4486.0,4.642,-0.16,15.059,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.02616,-0.02616,1.5,-1.5,69.4,-69.4,0.13,-0.13,132.0,-127.0
6508734,K07568.01,FALSE POSITIVE,0.0251,480.03759,16.25,717.4,318.4745,1.14,0.024293,223.5,0.2596,89.95,0.43,0.451,3622.0,4.826,-0.1,15.644,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.03725,-0.03725,1.8,-1.8,91.3,-91.3,0.16,-0.13,59.0,-50.0
6527050,K07569.01,FALSE POSITIVE,0.19749999999999998,0.87985197,1.3,44992.590000000004,131.7662713,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,15.867,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
5602588,K02369.03,CANDIDATE,0.968,7.2274321,4.967,173.3,134.4726,1.28,0.012051,11.27,0.003,89.99,0.969,1.048,6075.0,4.486,-0.12,15.832,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001478,-0.0001478,0.41,-0.41,20.8,-20.8,0.39,-0.14,168.0,-210.0
6590362,K07570.01,FALSE POSITIVE,0.0,0.592618966,0.811,91.4,132.09892,0.86,0.008852,5.64,0.083,89.15,0.887,0.978,5926.0,4.532,-0.2,14.973,1,0,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.642e-06,-1.642e-06,0.112,-0.112,9.1,-9.1,0.26,-0.09,160.0,-178.0
6628740,K07571.01,FALSE POSITIVE,0.0,0.532854237,3.231,50.9,131.93754,1.21,0.00685,1.275,0.618,60.98,1.613,1.108,6266.0,4.067,-0.22,13.644,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.903e-06,-2.903e-06,0.183,-0.183,2.5,-2.5,0.32,-0.4,175.0,-219.0
6876575,K07572.01,CANDIDATE,0.39479999999999993,91.069934,17.33,12.7,196.391,1.59,0.003433,32.5,0.5939,88.81,4.232,2.738,9051.0,3.623,0.21,9.748,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.007107,-0.007107,3.0,-3.0,1.9,-1.9,0.34,-0.57,298.0,-379.0
7031126,K07573.01,FALSE POSITIVE,0.0,0.566802672,3.545,31.7,131.81511,1.08,0.005053,1.371,0.128,84.63,1.961,0.86,5102.0,3.787,-0.32,13.945,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,5.297e-06,-5.297e-06,0.253,-0.253,6.6,-6.6,0.72,-0.71,153.0,-138.0
7031208,K07574.01,FALSE POSITIVE,0.0,0.566796331,5.194,114.8,131.8335,1.5,0.013315,1.006,0.981,12.68,1.032,1.084,6319.0,4.447,-0.22,15.322,1,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,6.339e-06,-6.339e-06,0.446,-0.446,13.6,-13.6,0.49,-0.16,197.0,-241.0
7031742,K07575.01,FALSE POSITIVE,0.0,0.566785459,2.893,63.8,131.82998,0.84,0.007606,1.446,0.588,66.0,1.012,1.117,6063.0,4.476,0.07,15.329,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,6.128e-06,-6.128e-06,0.407,-0.407,5.1,-5.1,0.26,-0.09,190.0,-253.0
7032568,K07576.01,FALSE POSITIVE,0.0,0.566792936,2.846,23.0,131.8166,0.79,0.004525,1.529,0.467,72.22,1.603,0.977,6432.0,4.018,-0.72,13.831,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,7.891e-06,-7.891e-06,0.404,-0.404,2.1,-2.1,0.21,-0.3,175.0,-214.0
7032687,K07577.01,FALSE POSITIVE,0.0,0.5668004,3.813,93.2,131.81997,0.88,0.009229,1.214,0.593,60.78,0.872,0.968,6215.0,4.543,-0.5,15.77,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,5.762e-06,-5.762e-06,0.256,-0.256,7.6,-7.6,0.28,-0.09,197.0,-241.0
7115384,K07578.01,FALSE POSITIVE,0.45599999999999996,0.566793614,5.723,31.4,131.65376,21.63,0.007232,1.011,0.9476,20.63,27.384,0.969,3789.0,1.549,0.56,10.628,1,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,1.998e-06,-1.998e-06,0.219,-0.219,0.7,-0.7,12.8,-3.37,125.0,-99.0
7116282,K07579.01,FALSE POSITIVE,0.0,0.566798676,2.777,59.9,131.81422,0.68,0.007001,1.6832,0.01,89.66,0.887,0.783,5490.0,4.436,-0.28,15.591,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,6.446e-06,-6.446e-06,0.274,-0.274,6.0,-6.0,0.16,-0.11,166.0,-166.0
7116859,K07580.01,FALSE POSITIVE,0.0,0.5667638,1.73,64.5,131.8674,0.75,0.007344,2.57,0.158,86.48,0.94,0.874,5766.0,4.433,-0.26,15.163,1,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,1.779e-05,-1.779e-05,1.0,-1.0,11.6,-11.6,0.21,-0.11,172.0,-189.0
7133286,K07581.01,FALSE POSITIVE,0.0,38.51077573,38.8558,84633.0,155.594831,18.68,0.269442,8.9746,0.467,87.02,0.635,0.621,4374.0,4.626,-0.22,13.035,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.168e-05,-1.168e-05,0.0187,-0.0187,30.5,-30.5,1.33,-1.82,153.0,-168.0
7186259,K07582.01,FALSE POSITIVE,0.19749999999999998,4.23965309,3.29,44992.590000000004,132.9703967,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,14.125,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
7214090,K07583.01,FALSE POSITIVE,0.0,0.577910513,1.362,144.1,131.79797,1.1,0.011109,3.125,0.367,83.26,0.908,0.96,5730.0,4.503,-0.04,15.733,1,0,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.874e-06,-2.874e-06,0.116,-0.116,10.1,-10.1,0.33,-0.11,173.0,-190.0
7281694,K07584.01,FALSE POSITIVE,0.0,0.566807725,2.16,31.5,131.7888,0.94,0.004986,2.081,0.155,85.73,1.734,0.985,5018.0,3.953,0.32,13.903,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,5.572e-06,-5.572e-06,0.162,-0.162,2.7,-2.7,0.53,-0.52,174.0,-139.0
7362450,K07585.01,FALSE POSITIVE,0.0,0.566807422,5.148,26.1,131.81547,1.13,0.006672,1.01,0.985,12.78,1.547,0.958,5616.0,4.04,-0.08,12.9,1,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,3.407e-06,-3.407e-06,0.225,-0.225,1.5,-1.5,0.29,-0.49,155.0,-141.0
8007262,K07586.01,FALSE POSITIVE,0.002,1.345078434,10.19,3025.0,132.04218,12.16,0.066497,1.0391,0.9526,23.49,1.675,1.415,6664.0,4.141,0.12,12.583,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.939e-06,-9.939e-06,2.2,-2.2,361.0,-361.0,7.45,-2.87,181.0,-294.0
8096395,K07587.01,CANDIDATE,0.897,366.088938,11.887,537.9,165.426,2.57,0.024943,119.5,0.89,89.57,0.945,0.948,5941.0,4.464,-0.24,11.616,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.004884,-0.004884,0.231,-0.231,20.6,-20.6,0.78,-0.31,187.0,-208.0
8106973,K07588.01,FALSE POSITIVE,0.2028,439.1076969,26.2259,69792.0,222.7449,24.7,0.278895,129.87,0.7777,89.38,0.811,0.885,5810.0,4.567,-0.38,15.862,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0005448,-0.0005448,0.0613,-0.0613,169.0,-169.0,10.93,-2.01,186.0,-176.0
8168509,K07589.01,CANDIDATE,0.2265,414.45008,19.15,729.5,318.0665,7.01,0.03813,54.1,0.9853,88.81,1.683,1.417,7037.0,4.136,-0.16,13.913,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0121,-0.0121,1.1,-1.1,50.6,-50.6,4.33,-1.51,215.0,-299.0
10397751,K02859.05,CANDIDATE,0.857,5.43103616,2.469,66.8,134.41711,0.66,0.008369,10.0,0.816,85.32,0.721,0.68,5374.0,4.555,-0.68,13.851,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.629e-05,-4.629e-05,0.179,-0.179,6.7,-6.7,0.07,-0.07,160.0,-144.0
8258103,K07590.01,FALSE POSITIVE,0.0,0.594003994,5.557,25.4,132.07059,1.55,0.004786,0.9888,0.4978,59.59,2.968,1.994,8596.0,3.793,-0.24,11.548,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.975e-06,-1.975e-06,0.507,-0.507,1.8,-1.8,0.3,-0.56,240.0,-360.0
8297319,K07591.01,CANDIDATE,0.23550000000000004,328.32211,13.53,399.0,144.0773,1.3,0.017786,187.5,0.1169,89.95,0.668,0.736,4906.0,4.648,-0.32,14.937,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.01347,-0.01347,1.3,-1.3,51.4,-51.4,0.18,-0.1,182.0,-164.0
8423344,K07592.01,CANDIDATE,0.211,381.97977,15.7,900.0,163.1805,1.55,0.027038,186.5,0.2178,89.95,0.526,0.535,3761.0,4.724,0.0,15.494,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.03982,-0.03982,4.6,-4.6,319.0,-319.0,0.15,-0.14,50.0,-50.0
8444868,K07593.01,CANDIDATE,0.3922,67.412998,9.1,126.1,196.1263,1.57,0.010613,49.4,0.5109,89.38,1.359,1.194,6525.0,4.248,-0.18,13.667,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.004731,-0.004731,2.4,-2.4,24.3,-24.3,0.87,-0.31,159.0,-233.0
8579684,K07594.01,FALSE POSITIVE,0.0,2.08802799,24.017,70.8,132.08475,1.93,0.010598,1.01072,0.9865,12.61,1.67,1.335,6593.0,4.117,-0.08,12.579,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.365e-05,-2.365e-05,0.869,-0.869,2.1,-2.1,1.1,-0.49,166.0,-213.0
8649876,K07595.01,FALSE POSITIVE,0.0,10.4212788,28.4832,148.0,140.6517,36.9,0.163018,1.237,1.151,21.47,2.073,1.268,6183.0,3.908,-0.04,12.556,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0003187,-0.0003187,0.0,0.0,5.3,-5.3,7.8,-11.69,186.0,-186.0
8682094,K07596.01,CANDIDATE,0.19749999999999998,359.8249913,5.22,44992.590000000004,284.5268595,39.910000000000004,0.2718419,11.2137,0.9557,85.10499999999999,1.1236,0.8705,5586.9,4.2812,-0.08600000000000001,15.733,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0021544999999999997,-0.002152,0.34009999999999996,-0.34009999999999996,123.4,-122.9,11.594999999999999,-7.9590000000000005,178.9,-173.2
8846809,K07597.01,FALSE POSITIVE,0.3078,0.778705577,6.445,54.5,131.64448,59.33,0.177207,1.173,1.1716,2.29,3.066,1.898,7846.0,3.743,-0.08,10.152,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.348e-06,-3.348e-06,0.886,-0.886,2.7,-2.7,12.87,-18.69,225.0,-313.0
8868686,K07598.01,FALSE POSITIVE,0.0,4.44709107,16.79,40.5,133.9044,0.96,0.008132,1.076,0.988,23.34,1.076,0.96,6137.0,4.357,-0.32,13.51,1,0,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,7.07e-05,-7.07e-05,1.5,-1.5,2.0,-2.0,0.28,-0.16,165.0,-202.0
9025662,K07599.01,FALSE POSITIVE,0.32250000000000006,293.70696,11.03,1575.0,350.5928,6140.44,62.968838,384.0,63.9417,80.21,0.893,0.938,6054.0,4.508,-0.4,15.51,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.01554,-0.01554,1.5,-1.5,191.0,-191.0,2544.0,-577.6,188.0,-202.0
8572936,K02459.01,FALSE POSITIVE,0.0,27.795762425,15.5056,420330.0,136.179877,81.48,0.66033,21.7779,0.483,88.73,1.13,0.992,5915.0,4.329,-0.06,14.875,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.125e-06,-6.125e-06,0.0107,-0.0107,261.0,-261.0,5.27,-5.84,105.0,-117.0
9837578,K02937.01,FALSE POSITIVE,0.0,20.733748565,6.28773,417340.0,132.8465918,69.8,0.656218,39.953,0.479,89.31,0.974,0.797,5620.0,4.363,-0.32,15.726,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.628e-06,-1.628e-06,0.00371,-0.00371,223.0,-223.0,4.8,-4.81,118.0,-75.0
7821010,K02938.01,FALSE POSITIVE,0.0,24.238241803,4.16665,461960.0,136.6165689,102.31,0.686399,72.521,0.426,89.66,1.365,1.233,6457.0,4.259,0.0,10.816,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.494e-06,-2.494e-06,0.00528,-0.00528,480.0,-480.0,18.97,-11.69,70.0,-83.0
5473556,K02939.01,FALSE POSITIVE,0.0,11.258825027,8.9592,196280.0,134.7384085,87.18,0.545292,12.7111,0.805,86.37,1.464,0.882,6217.0,4.052,-0.78,13.545,1,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.46e-07,-4.46e-07,0.00174,-0.00174,35.9,-35.9,23.22,-34.78,188.0,-188.0
6504534,K03152.01,FALSE POSITIVE,0.0,28.162612575,3.19576,37750.0,143.7174718,23.52,0.283033,57.8867,0.952,89.06,0.761,0.734,4936.0,4.54,-0.08,14.216,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.663e-06,-2.663e-06,0.00808,-0.00808,60.6,-60.6,1.95,-2.35,133.0,-148.0
6307062,K03153.01,FALSE POSITIVE,0.0,75.378956896,7.70352,539180.0,167.1066034,58.76,0.697893,125.269,0.273,89.87,0.771,0.864,5420.0,4.596,-0.2,14.863,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.742e-06,-8.742e-06,0.00559,-0.00559,574.0,-574.0,10.36,-4.8,162.0,-146.0
